#,รหัสโรค,รายละเอียด,เหตุผล,ICD-10-WHO,ICD-10-TM,ICD-10-TMD
26802,V6433,"Occupant of heavy transport vehicle injured in collision with heavy transport or bus, unspecified occupant of heavy transport vehicle injured in nontr",T,Y,Y,N
26803,V6434,"Occupant of heavy transport vehicle injured in collision with heavy transport or bus, unspecified occupant of heavy transport vehicle injured in nontr",T,Y,Y,N
26804,V6438,"Occupant of heavy transport vehicle injured in collision with heavy transport or bus, unspecified occupant of heavy transport vehicle injured in nontr",T,Y,Y,N
26805,V6439,"Occupant of heavy transport vehicle injured in collision with heavy transport or bus, unspecified occupant of heavy transport vehicle injured in nontr",T,Y,Y,N
26806,V644,"Occupant of heavy transport vehicle injured in collision with heavy transport or bus, person injured while boarding or alighting",T,Y,Y,N
26807,V6440,"Occupant of heavy transport vehicle injured in collision with heavy transport or bus, person injured while boarding or alighting: in sport activity",T,Y,Y,N
26808,V6441,"Occupant of heavy transport vehicle injured in collision with heavy transport or bus, person injured while boarding or alighting: in leisure activity",T,Y,Y,N
26809,V6442,"Occupant of heavy transport vehicle injured in collision with heavy transport or bus, person injured while boarding or alighting: while work for incom",T,Y,Y,N
26810,V6443,"Occupant of heavy transport vehicle injured in collision with heavy transport or bus, person injured while boarding or alighting: in oth type work",T,Y,Y,N
26811,V6444,"Occupant of heavy transport vehicle injured in collision with heavy transport or bus, person injured while boarding or alighting: while resting...",T,Y,Y,N
26812,V6448,"Occupant of heavy transport vehicle injured in collision with heavy transport or bus, person injured while boarding or alighting: in oth spec activity",T,Y,Y,N
26813,V6449,"Occupant of heavy transport vehicle injured in collision with heavy transport or bus, person injured while boarding or alighting: during unspec activi",T,Y,Y,N
26814,V645,"Occupant of heavy transport vehicle injured in collision with heavy transport or bus, driver injured in traffic accident",T,Y,Y,N
26815,V6450,"Occupant of heavy transport vehicle injured in collision with heavy transport or bus, driver injured in traffic accident: in sport activity",T,Y,Y,N
26816,V6451,"Occupant of heavy transport vehicle injured in collision with heavy transport or bus, driver injured in traffic accident: in leisure activity",T,Y,Y,N
26817,V6452,"Occupant of heavy transport vehicle injured in collision with heavy transport or bus, driver injured in traffic accident: while work for income",T,Y,Y,N
26818,V6453,"Occupant of heavy transport vehicle injured in collision with heavy transport or bus, driver injured in traffic accident: in oth type work",T,Y,Y,N
26819,V6454,"Occupant of heavy transport vehicle injured in collision with heavy transport or bus, driver injured in traffic accident: while resting...",T,Y,Y,N
26820,V6458,"Occupant of heavy transport vehicle injured in collision with heavy transport or bus, driver injured in traffic accident: in oth spec activity",T,Y,Y,N
26821,V6459,"Occupant of heavy transport vehicle injured in collision with heavy transport or bus, driver injured in traffic accident: during unspec activity",T,Y,Y,N
26822,V646,"Occupant of heavy transport vehicle injured in collision with heavy transport or bus, passenger injured in traffic accident",T,Y,Y,N
26823,V6460,"Occupant of heavy transport vehicle injured in collision with heavy transport or bus, passenger injured in traffic accident: in sport activity",T,Y,Y,N
26824,V6461,"Occupant of heavy transport vehicle injured in collision with heavy transport or bus, passenger injured in traffic accident: in leisure activity",T,Y,Y,N
26825,V6462,"Occupant of heavy transport vehicle injured in collision with heavy transport or bus, passenger injured in traffic accident: while work for income",T,Y,Y,N
26826,V6463,"Occupant of heavy transport vehicle injured in collision with heavy transport or bus, passenger injured in traffic accident: in oth type work",T,Y,Y,N
26827,V742,"Bus occupant injured in collision with heavy transport vehicle or bus, person on outside of vehicle injured in nontraffic accident",T,Y,Y,N
26828,V7420,"Bus occupant injured in collision with heavy transport vehicle or bus, person on outside of vehicle injured in nontraffic accident: in sport activity",T,Y,Y,N
26829,V7421,"Bus occupant injured in collision with heavy transport vehicle or bus, person on outside of vehicle injured in nontraffic accident: in leisure activit",T,Y,Y,N
26830,V7422,"Bus occupant injured in collision with heavy transport vehicle or bus, person on outside of vehicle injured in nontraffic accident: while work for inc",T,Y,Y,N
26831,V7423,"Bus occupant injured in collision with heavy transport vehicle or bus, person on outside of vehicle injured in nontraffic accident: in oth type work",T,Y,Y,N
26832,V7424,"Bus occupant injured in collision with heavy transport vehicle or bus, person on outside of vehicle injured in nontraffic accident: while resting...",T,Y,Y,N
26833,V7428,"Bus occupant injured in collision with heavy transport vehicle or bus, person on outside of vehicle injured in nontraffic accident: in oth spec activi",T,Y,Y,N
26834,V7429,"Bus occupant injured in collision with heavy transport vehicle or bus, person on outside of vehicle injured in nontraffic accident: during unspec acti",T,Y,Y,N
26835,V743,"Bus occupant injured in collision with heavy transport vehicle or bus, unspecified bus occupant injured in nontraffic accident",T,Y,Y,N
26836,V7430,"Bus occupant injured in collision with heavy transport vehicle or bus, unspecified bus occupant injured in nontraffic accident: in sport activity",T,Y,Y,N
26837,V7431,"Bus occupant injured in collision with heavy transport vehicle or bus, unspecified bus occupant injured in nontraffic accident: in leisure activity",T,Y,Y,N
26838,V7432,"Bus occupant injured in collision with heavy transport vehicle or bus, unspecified bus occupant injured in nontraffic accident: while work for income",T,Y,Y,N
26839,V7433,"Bus occupant injured in collision with heavy transport vehicle or bus, unspecified bus occupant injured in nontraffic accident: in oth type work",T,Y,Y,N
26840,V7434,"Bus occupant injured in collision with heavy transport vehicle or bus, unspecified bus occupant injured in nontraffic accident: while resting...",T,Y,Y,N
26841,V7438,"Bus occupant injured in collision with heavy transport vehicle or bus, unspecified bus occupant injured in nontraffic accident: in oth spec activity",T,Y,Y,N
26842,V7439,"Bus occupant injured in collision with heavy transport vehicle or bus, unspecified bus occupant injured in nontraffic accident: during unspec activity",T,Y,Y,N
26843,V744,"Bus occupant injured in collision with heavy transport vehicle or bus, person injured while boarding or alighting",T,Y,Y,N
26844,V7440,"Bus occupant injured in collision with heavy transport vehicle or bus, person injured while boarding or alighting: in sport activity",T,Y,Y,N
26845,V7441,"Bus occupant injured in collision with heavy transport vehicle or bus, person injured while boarding or alighting: in leisure activity",T,Y,Y,N
26846,V7442,"Bus occupant injured in collision with heavy transport vehicle or bus, person injured while boarding or alighting: while work for income",T,Y,Y,N
26847,V7443,"Bus occupant injured in collision with heavy transport vehicle or bus, person injured while boarding or alighting: in oth type work",T,Y,Y,N
26848,V7444,"Bus occupant injured in collision with heavy transport vehicle or bus, person injured while boarding or alighting: while resting...",T,Y,Y,N
26849,V7448,"Bus occupant injured in collision with heavy transport vehicle or bus, person injured while boarding or alighting: in oth spec activity",T,Y,Y,N
26850,V7449,"Bus occupant injured in collision with heavy transport vehicle or bus, person injured while boarding or alighting: during unspec activity",T,Y,Y,N
26851,V745,"Bus occupant injured in collision with heavy transport vehicle or bus, driver injured in traffic accident",T,Y,Y,N
26852,V7450,"Bus occupant injured in collision with heavy transport vehicle or bus, driver injured in traffic accident: in sport activity",T,Y,Y,N
26853,V7451,"Bus occupant injured in collision with heavy transport vehicle or bus, driver injured in traffic accident: in leisure activity",T,Y,Y,N
26854,V7452,"Bus occupant injured in collision with heavy transport vehicle or bus, driver injured in traffic accident: while work for income",T,Y,Y,N
26855,V7453,"Bus occupant injured in collision with heavy transport vehicle or bus, driver injured in traffic accident: in oth type work",T,Y,Y,N
26856,V7454,"Bus occupant injured in collision with heavy transport vehicle or bus, driver injured in traffic accident: while resting...",T,Y,Y,N
26857,V7458,"Bus occupant injured in collision with heavy transport vehicle or bus, driver injured in traffic accident: in oth spec activity",T,Y,Y,N
26858,V7459,"Bus occupant injured in collision with heavy transport vehicle or bus, driver injured in traffic accident: during unspec activity",T,Y,Y,N
26859,V746,"Bus occupant injured in collision with heavy transport vehicle or bus, passenger injured in traffic accident",T,Y,Y,N
26860,V7460,"Bus occupant injured in collision with heavy transport vehicle or bus, passenger injured in traffic accident: in sport activity",T,Y,Y,N
26861,V7461,"Bus occupant injured in collision with heavy transport vehicle or bus, passenger injured in traffic accident: in leisure activity",T,Y,Y,N
26862,V7462,"Bus occupant injured in collision with heavy transport vehicle or bus, passenger injured in traffic accident: while work for income",T,Y,Y,N
26863,V7463,"Bus occupant injured in collision with heavy transport vehicle or bus, passenger injured in traffic accident: in oth type work",T,Y,Y,N
26864,V7464,"Bus occupant injured in collision with heavy transport vehicle or bus, passenger injured in traffic accident: while resting...",T,Y,Y,N
26865,V7468,"Bus occupant injured in collision with heavy transport vehicle or bus, passenger injured in traffic accident: in oth spec activity",T,Y,Y,N
26866,V7469,"Bus occupant injured in collision with heavy transport vehicle or bus, passenger injured in traffic accident: during unspec activity",T,Y,Y,N
26867,V747,"Bus occupant injured in collision with heavy transport vehicle or bus, person on outside of vehicle injured in traffic accident",T,Y,Y,N
26868,V7470,"Bus occupant injured in collision with heavy transport vehicle or bus, person on outside of vehicle injured in traffic accident: in sport activity",T,Y,Y,N
26869,V7471,"Bus occupant injured in collision with heavy transport vehicle or bus, person on outside of vehicle injured in traffic accident: in leisure activity",T,Y,Y,N
26870,V7472,"Bus occupant injured in collision with heavy transport vehicle or bus, person on outside of vehicle injured in traffic accident: while work for income",T,Y,Y,N
